uniqid,d11,polintr,qb1,qb3_1,qb3_2,qb3_3,qb3_4,qb3_5,qb3_6,qb3_7,d7r,d9b,d10,d15a,d15b,d25,d63,d1,p1,p2,p3,region_denmark
110005638,66,Low,Fairly important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,Widow,DEN:Short cycle tertiary,Woman,"Retired, unable to work","Employed position, at desk",Rural area or village,The middle class of society,Refusal (SPONT.),19 Sep 21,13 - 16 h,4391,DK04 - Midtjylland
110005639,67,Strong,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Bachelor or equivalent,Man,"Retired, unable to work","General management, etc.",Small/middle town,The middle class of society,9,19 Sep 21,8 - 12 h,2918,DK05 - Nordjylland
110005640,18,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,The environmental impact of digital products and services,Other (SPONTANEOUS),DEN:Primary school 8-11 years,Woman,Student,"Unskilled manual worker, etc.",Small/middle town,The middle class of society,8,19 Sep 21,13 - 16 h,2084,DK05 - Nordjylland
110005641,37,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Diploma Degree,Man,Skilled manual worker,Inap. (not 1 to 4 in d15a),Rural area or village,The middle class of society,7,19 Sep 21,8 - 12 h,1946,DK03 - Syddanmark
110005642,51,Strong,Very important,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,The environmental impact of digital products and services,(Re)Married,DEN:Bachelor or equivalent,Woman,Skilled manual worker,Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,3,19 Sep 21,13 - 16 h,1766,DK03 - Syddanmark
110005643,42,Strong,Fairly important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,"Unskilled manual worker, etc.",Inap. (not 1 to 4 in d15a),Rural area or village,The working class of society,3,19 Sep 21,13 - 16 h,2272,DK03 - Syddanmark
110005644,43,Strong,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,Skilled manual worker,Inap. (not 1 to 4 in d15a),Rural area or village,The middle class of society,5,19 Sep 21,8 - 12 h,2145,DK03 - Syddanmark
110005645,72,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,DEN:Bachelor or equivalent,Woman,"Retired, unable to work","Middle management, etc.",Small/middle town,The middle class of society,4,19 Sep 21,13 - 16 h,2338,DK03 - Syddanmark
110005646,21,Medium,Fairly important,Use of personal data and information by companies or public administrations,Not mentioned,Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Single,DEN:Primary school 8-11 years,Man,"Retired, unable to work",Never did any paid work,Small/middle town,The middle class of society,5,19 Sep 21,13 - 16 h,2749,DK03 - Syddanmark
110005647,42,Medium,Very important,Not mentioned,Not mentioned,Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Bachelor or equivalent,Man,"Employed professional (employed doctor, etc.)",Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,6,19 Sep 21,8 - 12 h,1468,DK01 - Hovedstaden
110005648,86,Low,Not at all important,Not mentioned,Not mentioned,The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,Not mentioned,Not mentioned,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,"Retired, unable to work","Employed position, service job",Small/middle town,The middle class of society,5,19 Sep 21,13 - 16 h,2028,DK02 - Sjaelland
110005649,50,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,The environmental impact of digital products and services,(Re)Married,DEN:Short cycle tertiary,Woman,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Small/middle town,The upper middle class of society,7,19 Sep 21,13 - 16 h,2193,DK02 - Sjaelland
110005650,25,Low,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,Single living with a partner,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Woman,Skilled manual worker,Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,3,19 Sep 21,8 - 12 h,2244,DK05 - Nordjylland
110005651,66,Strong,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single living with a partner,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,"Retired, unable to work","Business proprietors, etc.",Small/middle town,The middle class of society,5,19 Sep 21,8 - 12 h,2470,DK05 - Nordjylland
110005652,72,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Short cycle tertiary,Man,"Retired, unable to work","Employed position, at desk",Small/middle town,The working class of society,10 Right,19 Sep 21,13 - 16 h,2607,DK05 - Nordjylland
110005653,38,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,The environmental impact of digital products and services,(Re)Married,DEN:Bachelor or equivalent,Woman,Skilled manual worker,Inap. (not 1 to 4 in d15a),Small/middle town,The upper middle class of society,5,19 Sep 21,13 - 16 h,1853,DK05 - Nordjylland
110005654,55,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,The environmental impact of digital products and services,(Re)Married,DEN:Master or equivalent,Man,"Professional (lawyer, etc.)",Inap. (not 1 to 4 in d15a),Small/middle town,The upper middle class of society,7,20 Sep 21,13 - 16 h,2283,DK05 - Nordjylland
110005655,42,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single living with a partner,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,"Employed professional (employed doctor, etc.)",Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,6,19 Sep 21,13 - 16 h,1860,DK05 - Nordjylland
110005656,58,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Single living with a partner,DEN:Primary school 8-11 years,Woman,"Unskilled manual worker, etc.",Inap. (not 1 to 4 in d15a),Small/middle town,The upper middle class of society,3,20 Sep 21,13 - 16 h,2264,DK05 - Nordjylland
110005657,76,Not at all,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,"Retired, unable to work",Skilled manual worker,Rural area or village,The middle class of society,5,19 Sep 21,13 - 16 h,2636,DK04 - Midtjylland
110005659,79,Low,Fairly important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Woman,"Retired, unable to work","Employed position, at desk",Rural area or village,The middle class of society,5,19 Sep 21,13 - 16 h,2743,DK01 - Hovedstaden
